name,path,scale,description
Nips_Hard_Candy_Rich_Creamy_Butter_Rum_4_oz_1133_g,objects_usd/google_objects_usd/Nips_Hard_Candy_Rich_Creamy_Butter_Rum_4_oz_1133_g/Nips_Hard_Candy_Rich_Creamy_Butter_Rum_4_oz_1133_g.usd,1,nips_hard_candy_rich_creamy_butter_rum_4_oz_1133_g description
037_scissors,objects_usd/google_objects_usd/037_scissors/037_scissors.usd,1,037_scissors description
Razer_Naga_MMO_Gaming_Mouse,objects_usd/google_objects_usd/Razer_Naga_MMO_Gaming_Mouse/Razer_Naga_MMO_Gaming_Mouse.usd,1,razer_naga_mmo_gaming_mouse description
Cole_Hardware_Saucer_Glazed_6,objects_usd/google_objects_usd/Cole_Hardware_Saucer_Glazed_6/Cole_Hardware_Saucer_Glazed_6.usd,1,cole_hardware_saucer_glazed_6 description
Nestl_Skinny_Cow_Heavenly_Crisp_Candy_Bar_Chocolate_Raspberry_6_pack_462_oz_total,objects_usd/google_objects_usd/Nestl_Skinny_Cow_Heavenly_Crisp_Candy_Bar_Chocolate_Raspberry_6_pack_462_oz_total/Nestl_Skinny_Cow_Heavenly_Crisp_Candy_Bar_Chocolate_Raspberry_6_pack_462_oz_total.usd,1,nestl_skinny_cow_heavenly_crisp_candy_bar_chocolate_raspberry_6_pack_462_oz_total description
Threshold_Performance_Bath_Sheet_Sandoval_Blue_33_x_63,objects_usd/google_objects_usd/Threshold_Performance_Bath_Sheet_Sandoval_Blue_33_x_63/Threshold_Performance_Bath_Sheet_Sandoval_Blue_33_x_63.usd,1,threshold_performance_bath_sheet_sandoval_blue_33_x_63 description
Animal_Crossing_New_Leaf_Nintendo_3DS_Game,objects_usd/google_objects_usd/Animal_Crossing_New_Leaf_Nintendo_3DS_Game/Animal_Crossing_New_Leaf_Nintendo_3DS_Game.usd,1,animal_crossing_new_leaf_nintendo_3ds_game description
Digital_Camo_Double_Decker_Lunch_Bag,objects_usd/google_objects_usd/Digital_Camo_Double_Decker_Lunch_Bag/Digital_Camo_Double_Decker_Lunch_Bag.usd,1,digital_camo_double_decker_lunch_bag description
Razer_BlackWidow_Ultimate_2014_Mechanical_Gaming_Keyboard,objects_usd/google_objects_usd/Razer_BlackWidow_Ultimate_2014_Mechanical_Gaming_Keyboard/Razer_BlackWidow_Ultimate_2014_Mechanical_Gaming_Keyboard.usd,1,razer_blackwidow_ultimate_2014_mechanical_gaming_keyboard description
Android_Figure_Panda,objects_usd/google_objects_usd/Android_Figure_Panda/Android_Figure_Panda.usd,1,android_figure_panda description
Design_Ideas_Drawer_Store_Organizer,objects_usd/google_objects_usd/Design_Ideas_Drawer_Store_Organizer/Design_Ideas_Drawer_Store_Organizer.usd,1,design_ideas_drawer_store_organizer description
Cole_Hardware_Dishtowel_Blue,objects_usd/google_objects_usd/Cole_Hardware_Dishtowel_Blue/Cole_Hardware_Dishtowel_Blue.usd,1,cole_hardware_dishtowel_blue description
Philips_Sonicare_Tooth_Brush_2_count,objects_usd/google_objects_usd/Philips_Sonicare_Tooth_Brush_2_count/Philips_Sonicare_Tooth_Brush_2_count.usd,1,philips_sonicare_tooth_brush_2_count description
TERREX_FAST_X_GTX,objects_usd/google_objects_usd/TERREX_FAST_X_GTX/TERREX_FAST_X_GTX.usd,1,terrex_fast_x_gtx description
Bradshaw_International_11642_7_Qt_MP_Plastic_Bowl,objects_usd/google_objects_usd/Bradshaw_International_11642_7_Qt_MP_Plastic_Bowl/Bradshaw_International_11642_7_Qt_MP_Plastic_Bowl.usd,1,bradshaw_international_11642_7_qt_mp_plastic_bowl description
Dino_4,objects_usd/google_objects_usd/Dino_4/Dino_4.usd,1,dino_4 description
2_of_Jenga_Classic_Game,objects_usd/google_objects_usd/2_of_Jenga_Classic_Game/2_of_Jenga_Classic_Game.usd,1,2_of_jenga_classic_game description
Razer_Blackwidow_Tournament_Edition_Keyboard,objects_usd/google_objects_usd/Razer_Blackwidow_Tournament_Edition_Keyboard/Razer_Blackwidow_Tournament_Edition_Keyboard.usd,1,razer_blackwidow_tournament_edition_keyboard description
UGG_Bailey_Bow_Womens_Clogs_Black_7,objects_usd/google_objects_usd/UGG_Bailey_Bow_Womens_Clogs_Black_7/UGG_Bailey_Bow_Womens_Clogs_Black_7.usd,1,ugg_bailey_bow_womens_clogs_black_7 description
025_mug,objects_usd/google_objects_usd/025_mug/025_mug.usd,1,025_mug description
LADYBUG_BEAD,objects_usd/google_objects_usd/LADYBUG_BEAD/LADYBUG_BEAD.usd,1,ladybug_bead description
Cole_Hardware_Dishtowel_Red,objects_usd/google_objects_usd/Cole_Hardware_Dishtowel_Red/Cole_Hardware_Dishtowel_Red.usd,1,cole_hardware_dishtowel_red description
Reef_Star_Cushion_Flipflops_Size_8_Black,objects_usd/google_objects_usd/Reef_Star_Cushion_Flipflops_Size_8_Black/Reef_Star_Cushion_Flipflops_Size_8_Black.usd,1,reef_star_cushion_flipflops_size_8_black description
ACE_Coffee_Mug_Kristen_16_oz_cup,objects_usd/google_objects_usd/ACE_Coffee_Mug_Kristen_16_oz_cup/ACE_Coffee_Mug_Kristen_16_oz_cup.usd,1,ace_coffee_mug_kristen_16_oz_cup description
Threshold_Bamboo_Ceramic_Soap_Dish,objects_usd/google_objects_usd/Threshold_Bamboo_Ceramic_Soap_Dish/Threshold_Bamboo_Ceramic_Soap_Dish.usd,1,threshold_bamboo_ceramic_soap_dish description
Jansport_School_Backpack_Blue_Streak,objects_usd/google_objects_usd/Jansport_School_Backpack_Blue_Streak/Jansport_School_Backpack_Blue_Streak.usd,1,jansport_school_backpack_blue_streak description
Nordic_Ware_Original_Bundt_Pan,objects_usd/google_objects_usd/Nordic_Ware_Original_Bundt_Pan/Nordic_Ware_Original_Bundt_Pan.usd,1,nordic_ware_original_bundt_pan description
DPC_Handmade_Hat_Brown,objects_usd/google_objects_usd/DPC_Handmade_Hat_Brown/DPC_Handmade_Hat_Brown.usd,1,dpc_handmade_hat_brown description
Kingston_DT4000MR_G2_Management_Ready_USB_64GB,objects_usd/google_objects_usd/Kingston_DT4000MR_G2_Management_Ready_USB_64GB/Kingston_DT4000MR_G2_Management_Ready_USB_64GB.usd,1,kingston_dt4000mr_g2_management_ready_usb_64gb description
Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans,objects_usd/google_objects_usd/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans.usd,1,diet_pepsi_soda_cola12_pack_12_oz_cans description
3D_Dollhouse_Happy_Brother,objects_usd/google_objects_usd/3D_Dollhouse_Happy_Brother/3D_Dollhouse_Happy_Brother.usd,1,3d_dollhouse_happy_brother description
Animal_Planet_Foam_2Headed_Dragon,objects_usd/google_objects_usd/Animal_Planet_Foam_2Headed_Dragon/Animal_Planet_Foam_2Headed_Dragon.usd,1,animal_planet_foam_2headed_dragon description
Ecoforms_Plant_Saucer_SQ1HARVEST,objects_usd/google_objects_usd/Ecoforms_Plant_Saucer_SQ1HARVEST/Ecoforms_Plant_Saucer_SQ1HARVEST.usd,1,ecoforms_plant_saucer_sq1harvest description
Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,objects_usd/google_objects_usd/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g.usd,1,don_franciscos_gourmet_coffee_medium_decaf_100_colombian_12_oz_340_g description
009_gelatin_box,objects_usd/google_objects_usd/009_gelatin_box/009_gelatin_box.usd,1,009_gelatin_box description
Threshold_Porcelain_Coffee_Mug_All_Over_Bead_White,objects_usd/google_objects_usd/Threshold_Porcelain_Coffee_Mug_All_Over_Bead_White/Threshold_Porcelain_Coffee_Mug_All_Over_Bead_White.usd,1,threshold_porcelain_coffee_mug_all_over_bead_white description
Philips_EcoVantage_43_W_Light_Bulbs_Natural_Light_2_pack,objects_usd/google_objects_usd/Philips_EcoVantage_43_W_Light_Bulbs_Natural_Light_2_pack/Philips_EcoVantage_43_W_Light_Bulbs_Natural_Light_2_pack.usd,1,philips_ecovantage_43_w_light_bulbs_natural_light_2_pack description
008_pudding_box,objects_usd/google_objects_usd/008_pudding_box/008_pudding_box.usd,1,008_pudding_box description
Elephant,objects_usd/google_objects_usd/Elephant/Elephant.usd,1,elephant description
Reebok_DMX_MAX_MANIA_WD_D,objects_usd/google_objects_usd/Reebok_DMX_MAX_MANIA_WD_D/Reebok_DMX_MAX_MANIA_WD_D.usd,1,reebok_dmx_max_mania_wd_d description
Dino_5,objects_usd/google_objects_usd/Dino_5/Dino_5.usd,1,dino_5 description
FisherPrice_Make_A_Match_Game_Thomas_Friends,objects_usd/google_objects_usd/FisherPrice_Make_A_Match_Game_Thomas_Friends/FisherPrice_Make_A_Match_Game_Thomas_Friends.usd,1,fisherprice_make_a_match_game_thomas_friends description
Olive_Kids_Trains_Planes_Trucks_Munch_n_Lunch_Bag,objects_usd/google_objects_usd/Olive_Kids_Trains_Planes_Trucks_Munch_n_Lunch_Bag/Olive_Kids_Trains_Planes_Trucks_Munch_n_Lunch_Bag.usd,1,olive_kids_trains_planes_trucks_munch_n_lunch_bag description
The_Coffee_Bean_Tea_Leaf_KCup_Packs_Jasmine_Green_Tea_16_count,objects_usd/google_objects_usd/The_Coffee_Bean_Tea_Leaf_KCup_Packs_Jasmine_Green_Tea_16_count/The_Coffee_Bean_Tea_Leaf_KCup_Packs_Jasmine_Green_Tea_16_count.usd,1,the_coffee_bean_tea_leaf_kcup_packs_jasmine_green_tea_16_count description
Big_Dot_Aqua_Pencil_Case,objects_usd/google_objects_usd/Big_Dot_Aqua_Pencil_Case/Big_Dot_Aqua_Pencil_Case.usd,1,big_dot_aqua_pencil_case description
Poppin_File_Sorter_Blue,objects_usd/google_objects_usd/Poppin_File_Sorter_Blue/Poppin_File_Sorter_Blue.usd,1,poppin_file_sorter_blue description
3D_Dollhouse_Refrigerator,objects_usd/google_objects_usd/3D_Dollhouse_Refrigerator/3D_Dollhouse_Refrigerator.usd,1,3d_dollhouse_refrigerator description
Central_Garden_Flower_Pot_Goo_425,objects_usd/google_objects_usd/Central_Garden_Flower_Pot_Goo_425/Central_Garden_Flower_Pot_Goo_425.usd,1,central_garden_flower_pot_goo_425 description
3D_Dollhouse_Sofa,objects_usd/google_objects_usd/3D_Dollhouse_Sofa/3D_Dollhouse_Sofa.usd,1,3d_dollhouse_sofa description
Asus_80211ac_DualBand_Gigabit_Wireless_Router_RTAC68R,objects_usd/google_objects_usd/Asus_80211ac_DualBand_Gigabit_Wireless_Router_RTAC68R/Asus_80211ac_DualBand_Gigabit_Wireless_Router_RTAC68R.usd,1,asus_80211ac_dualband_gigabit_wireless_router_rtac68r description
Threshold_Hand_Towel_Blue_Medallion_16_x_27,objects_usd/google_objects_usd/Threshold_Hand_Towel_Blue_Medallion_16_x_27/Threshold_Hand_Towel_Blue_Medallion_16_x_27.usd,1,threshold_hand_towel_blue_medallion_16_x_27 description
3D_Dollhouse_Sink,objects_usd/google_objects_usd/3D_Dollhouse_Sink/3D_Dollhouse_Sink.usd,1,3d_dollhouse_sink description
Squirrel,objects_usd/google_objects_usd/Squirrel/Squirrel.usd,1,squirrel description
019_pitcher_base,objects_usd/google_objects_usd/019_pitcher_base/019_pitcher_base.usd,1,019_pitcher_base description
Envision_Home_Dish_Drying_Mat_Red_6_x_18,objects_usd/google_objects_usd/Envision_Home_Dish_Drying_Mat_Red_6_x_18/Envision_Home_Dish_Drying_Mat_Red_6_x_18.usd,1,envision_home_dish_drying_mat_red_6_x_18 description
House_of_Cards_The_Complete_First_Season_4_Discs_DVD,objects_usd/google_objects_usd/House_of_Cards_The_Complete_First_Season_4_Discs_DVD/House_of_Cards_The_Complete_First_Season_4_Discs_DVD.usd,1,house_of_cards_the_complete_first_season_4_discs_dvd description
Ecoforms_Saucer_SQ3_Turquoise,objects_usd/google_objects_usd/Ecoforms_Saucer_SQ3_Turquoise/Ecoforms_Saucer_SQ3_Turquoise.usd,1,ecoforms_saucer_sq3_turquoise description
Snack_Catcher_Snack_Dispenser,objects_usd/google_objects_usd/Snack_Catcher_Snack_Dispenser/Snack_Catcher_Snack_Dispenser.usd,1,snack_catcher_snack_dispenser description
Black_Decker_CM2035B_12Cup_Thermal_Coffeemaker,objects_usd/google_objects_usd/Black_Decker_CM2035B_12Cup_Thermal_Coffeemaker/Black_Decker_CM2035B_12Cup_Thermal_Coffeemaker.usd,1,black_decker_cm2035b_12cup_thermal_coffeemaker description
052_extra_large_clamp,objects_usd/google_objects_usd/052_extra_large_clamp/052_extra_large_clamp.usd,1,052_extra_large_clamp description
Razer_Abyssus_Ambidextrous_Gaming_Mouse,objects_usd/google_objects_usd/Razer_Abyssus_Ambidextrous_Gaming_Mouse/Razer_Abyssus_Ambidextrous_Gaming_Mouse.usd,1,razer_abyssus_ambidextrous_gaming_mouse description
Mens_ASV_Billfish_Boat_Shoe_in_Dark_Brown_Leather_zdHVHXueI3w,objects_usd/google_objects_usd/Mens_ASV_Billfish_Boat_Shoe_in_Dark_Brown_Leather_zdHVHXueI3w/Mens_ASV_Billfish_Boat_Shoe_in_Dark_Brown_Leather_zdHVHXueI3w.usd,1,mens_asv_billfish_boat_shoe_in_dark_brown_leather_zdhvhxuei3w description
Grreat_Choice_Dog_Double_Dish_Plastic_Blue,objects_usd/google_objects_usd/Grreat_Choice_Dog_Double_Dish_Plastic_Blue/Grreat_Choice_Dog_Double_Dish_Plastic_Blue.usd,1,grreat_choice_dog_double_dish_plastic_blue description
Threshold_Porcelain_Serving_Bowl_Coupe_White,objects_usd/google_objects_usd/Threshold_Porcelain_Serving_Bowl_Coupe_White/Threshold_Porcelain_Serving_Bowl_Coupe_White.usd,1,threshold_porcelain_serving_bowl_coupe_white description
LACING_SHEEP,objects_usd/google_objects_usd/LACING_SHEEP/LACING_SHEEP.usd,1,lacing_sheep description
Markings_Desk_Caddy,objects_usd/google_objects_usd/Markings_Desk_Caddy/Markings_Desk_Caddy.usd,1,markings_desk_caddy description
45oz_RAMEKIN_ASST_DEEP_COLORS,objects_usd/google_objects_usd/45oz_RAMEKIN_ASST_DEEP_COLORS/45oz_RAMEKIN_ASST_DEEP_COLORS.usd,1,45oz_ramekin_asst_deep_colors description
Spritz_Easter_Basket_Plastic_Teal,objects_usd/google_objects_usd/Spritz_Easter_Basket_Plastic_Teal/Spritz_Easter_Basket_Plastic_Teal.usd,1,spritz_easter_basket_plastic_teal description
Olive_Kids_Birdie_Lunch_Box,objects_usd/google_objects_usd/Olive_Kids_Birdie_Lunch_Box/Olive_Kids_Birdie_Lunch_Box.usd,1,olive_kids_birdie_lunch_box description
024_bowl,objects_usd/google_objects_usd/024_bowl/024_bowl.usd,1,024_bowl description
Dog,objects_usd/google_objects_usd/Dog/Dog.usd,1,dog description
NESCAFE_NESCAFE_TC_STKS_DECAF_6_CT,objects_usd/google_objects_usd/NESCAFE_NESCAFE_TC_STKS_DECAF_6_CT/NESCAFE_NESCAFE_TC_STKS_DECAF_6_CT.usd,1,nescafe_nescafe_tc_stks_decaf_6_ct description
Orbit_Bubblemint_Mini_Bottle_6_ct,objects_usd/google_objects_usd/Orbit_Bubblemint_Mini_Bottle_6_ct/Orbit_Bubblemint_Mini_Bottle_6_ct.usd,1,orbit_bubblemint_mini_bottle_6_ct description
Balderdash_Game,objects_usd/google_objects_usd/Balderdash_Game/Balderdash_Game.usd,1,balderdash_game description
BIA_Cordon_Bleu_White_Porcelain_Utensil_Holder_900028,objects_usd/google_objects_usd/BIA_Cordon_Bleu_White_Porcelain_Utensil_Holder_900028/BIA_Cordon_Bleu_White_Porcelain_Utensil_Holder_900028.usd,1,bia_cordon_bleu_white_porcelain_utensil_holder_900028 description
Ortho_Forward_Facing_CkAW6rL25xH,objects_usd/google_objects_usd/Ortho_Forward_Facing_CkAW6rL25xH/Ortho_Forward_Facing_CkAW6rL25xH.usd,1,ortho_forward_facing_ckaw6rl25xh description
Ecoforms_Plant_Container_GP16AMOCHA,objects_usd/google_objects_usd/Ecoforms_Plant_Container_GP16AMOCHA/Ecoforms_Plant_Container_GP16AMOCHA.usd,1,ecoforms_plant_container_gp16amocha description
Netgear_N750_Wireless_Dual_Band_Gigabit_Router,objects_usd/google_objects_usd/Netgear_N750_Wireless_Dual_Band_Gigabit_Router/Netgear_N750_Wireless_Dual_Band_Gigabit_Router.usd,1,netgear_n750_wireless_dual_band_gigabit_router description
Retail_Leadership_Summit_tQFCizMt6g0,objects_usd/google_objects_usd/Retail_Leadership_Summit_tQFCizMt6g0/Retail_Leadership_Summit_tQFCizMt6g0.usd,1,retail_leadership_summit_tqfcizmt6g0 description
Olive_Kids_Game_On_Lunch_Box,objects_usd/google_objects_usd/Olive_Kids_Game_On_Lunch_Box/Olive_Kids_Game_On_Lunch_Box.usd,1,olive_kids_game_on_lunch_box description
Shark,objects_usd/google_objects_usd/Shark/Shark.usd,1,shark description
Top_Paw_Dog_Bow_Bone_Ceramic_13_fl_oz_total,objects_usd/google_objects_usd/Top_Paw_Dog_Bow_Bone_Ceramic_13_fl_oz_total/Top_Paw_Dog_Bow_Bone_Ceramic_13_fl_oz_total.usd,1,top_paw_dog_bow_bone_ceramic_13_fl_oz_total description
Black_Decker_Stainless_Steel_Toaster_4_Slice,objects_usd/google_objects_usd/Black_Decker_Stainless_Steel_Toaster_4_Slice/Black_Decker_Stainless_Steel_Toaster_4_Slice.usd,1,black_decker_stainless_steel_toaster_4_slice description
Crayola_Bonus_64_Crayons,objects_usd/google_objects_usd/Crayola_Bonus_64_Crayons/Crayola_Bonus_64_Crayons.usd,1,crayola_bonus_64_crayons description
Olive_Kids_Dinosaur_Land_Pack_n_Snack,objects_usd/google_objects_usd/Olive_Kids_Dinosaur_Land_Pack_n_Snack/Olive_Kids_Dinosaur_Land_Pack_n_Snack.usd,1,olive_kids_dinosaur_land_pack_n_snack description
Apples_to_Apples_Kids_Edition,objects_usd/google_objects_usd/Apples_to_Apples_Kids_Edition/Apples_to_Apples_Kids_Edition.usd,1,apples_to_apples_kids_edition description
Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60,objects_usd/google_objects_usd/Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60/Just_For_Men_Mustache_Beard_Brushin_Hair_Color_Gel_Kit_Jet_Black_M60.usd,1,just_for_men_mustache_beard_brushin_hair_color_gel_kit_jet_black_m60 description
Tag_Dishtowel_Green,objects_usd/google_objects_usd/Tag_Dishtowel_Green/Tag_Dishtowel_Green.usd,1,tag_dishtowel_green description
Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK,objects_usd/google_objects_usd/Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK/Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK.usd,1,fresca_peach_citrus_sparkling_flavored_soda_12_pk description
Razer_BlackWidow_Stealth_2014_Keyboard_07VFzIVabgh,objects_usd/google_objects_usd/Razer_BlackWidow_Stealth_2014_Keyboard_07VFzIVabgh/Razer_BlackWidow_Stealth_2014_Keyboard_07VFzIVabgh.usd,1,razer_blackwidow_stealth_2014_keyboard_07vfzivabgh description
Cole_Hardware_School_Bell_Solid_Brass_38,objects_usd/google_objects_usd/Cole_Hardware_School_Bell_Solid_Brass_38/Cole_Hardware_School_Bell_Solid_Brass_38.usd,1,cole_hardware_school_bell_solid_brass_38 description
036_wood_block,objects_usd/google_objects_usd/036_wood_block/036_wood_block.usd,1,036_wood_block description
Seagate_1TB_Backup_Plus_portable_drive_Blue,objects_usd/google_objects_usd/Seagate_1TB_Backup_Plus_portable_drive_Blue/Seagate_1TB_Backup_Plus_portable_drive_Blue.usd,1,seagate_1tb_backup_plus_portable_drive_blue description
Mist_Wipe_Warmer,objects_usd/google_objects_usd/Mist_Wipe_Warmer/Mist_Wipe_Warmer.usd,1,mist_wipe_warmer description
US_Army_Stash_Lunch_Bag,objects_usd/google_objects_usd/US_Army_Stash_Lunch_Bag/US_Army_Stash_Lunch_Bag.usd,1,us_army_stash_lunch_bag description
Toysmith_Windem_Up_Flippin_Animals_Dog,objects_usd/google_objects_usd/Toysmith_Windem_Up_Flippin_Animals_Dog/Toysmith_Windem_Up_Flippin_Animals_Dog.usd,1,toysmith_windem_up_flippin_animals_dog description
Down_To_Earth_Orchid_Pot_Ceramic_Red,objects_usd/google_objects_usd/Down_To_Earth_Orchid_Pot_Ceramic_Red/Down_To_Earth_Orchid_Pot_Ceramic_Red.usd,1,down_to_earth_orchid_pot_ceramic_red description
Brisk_Iced_Tea_Lemon_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt,objects_usd/google_objects_usd/Brisk_Iced_Tea_Lemon_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt/Brisk_Iced_Tea_Lemon_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt.usd,1,brisk_iced_tea_lemon_12_12_fl_oz_355_ml_cans_144_fl_oz_426_lt description
002_master_chef_can,objects_usd/google_objects_usd/002_master_chef_can/002_master_chef_can.usd,1,002_master_chef_can description
Cole_Hardware_Electric_Pot_Assortment_55,objects_usd/google_objects_usd/Cole_Hardware_Electric_Pot_Assortment_55/Cole_Hardware_Electric_Pot_Assortment_55.usd,1,cole_hardware_electric_pot_assortment_55 description
Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion,objects_usd/google_objects_usd/Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion/Marc_Anthony_True_Professional_Strictly_Curls_Curl_Defining_Lotion.usd,1,marc_anthony_true_professional_strictly_curls_curl_defining_lotion description
Ecoforms_Plant_Container_12_Pot_Nova,objects_usd/google_objects_usd/Ecoforms_Plant_Container_12_Pot_Nova/Ecoforms_Plant_Container_12_Pot_Nova.usd,1,ecoforms_plant_container_12_pot_nova description
