name,path,scale,description
Anza_Tall,objects_usd/object2/Planters/Anza_Tall.usd,0.0027621459230362027,tall anza
Flutted_Low,objects_usd/object2/Planters/Flutted_Low.usd,0.003128242874149514,flutted low
FlutedSquare_LongBox,objects_usd/object2/Planters/FlutedSquare_LongBox.usd,0.0030326612891563827,fluted square long box
SquareGardenPlanter_Large,objects_usd/object2/Planters/SquareGardenPlanter_Large.usd,0.003749720624042746,large square garden planter
Fluted_Large,objects_usd/object2/Planters/Fluted_Large.usd,0.0039058847228807094,large fluted
SquareGardenPlanter_Tall,objects_usd/object2/Planters/SquareGardenPlanter_Tall.usd,0.00246002358448514,tall square garden planter
GardenPlanter_Small,objects_usd/object2/Planters/GardenPlanter_Small.usd,0.0064208399050066246,small garden planter
Anza_Small,objects_usd/object2/Planters/Anza_Small.usd,0.00474129121617491,small anza
Fluted_Medium,objects_usd/object2/Planters/Fluted_Medium.usd,0.0018527825770134495,medium fluted
ChippedPlanterSmall,objects_usd/object2/Planters/ChippedPlanterSmall.usd,0.004920385625162769,small chipped planter
Anza_Large,objects_usd/object2/Planters/Anza_Large.usd,0.002180567789094882,large anza
Fluted_Tall,objects_usd/object2/Planters/Fluted_Tall.usd,0.0013536559357996616,tall fluted
SquareGardenPlanterMedium,objects_usd/object2/Planters/SquareGardenPlanterMedium.usd,0.005,medium square garden planter
Anza_Medium,objects_usd/object2/Planters/Anza_Medium.usd,0.003154583926548679,medium anza
Plant_01,objects_usd/object2/Plants/Plant_01.usd,0.0023818783023592718,plant
PlantPot,objects_usd/object2/Plants/PlantPot.usd,0.003046263712422405,plant pot
Plant_Succulent_01,objects_usd/object2/Plants/Plant_Succulent_01.usd,0.0014589398242976614,plant succulent
Dimmer_1Gang,objects_usd/object2/PowerOutlets/Dimmer_1Gang.usd,0.016177702693581267,dimmer 1 gang
Outlet_1gang,objects_usd/object2/PowerOutlets/Outlet_1gang.usd,0.016177702693581267,outlet 1 gang
red_grinder,objects_usd/object2/GadgetsAndTools/red_grinder.usd,0.0068510158728852,red grinder
brass_grinder,objects_usd/object2/GadgetsAndTools/brass_grinder.usd,0.009830889086732065,brass grinder
coffee_grinder,objects_usd/object2/GadgetsAndTools/coffee_grinder.usd,0.014914654815839765,coffee grinder
Wood_Wall_Art,objects_usd/object2/WallSculptures/Wood_Wall_Art.usd,0.001999988098215358,wood wall art
Bull_Sculpture,objects_usd/object2/WallSculptures/Bull_Sculpture.usd,0.004253680272183352,bull sculpture
Beach,objects_usd/object2/WallSculptures/Beach.usd,0.0009658721536977078,beach
DecorativeBowlLarge,objects_usd/object2/Kitchenware/DecorativeBowlLarge.usd,0.004949479787666894,large decorative bowl
BrassBowl_Large,objects_usd/object2/Kitchenware/BrassBowl_Large.usd,0.0026620311838983185,large brass bowl
square_plate,objects_usd/object2/Kitchenware/square_plate.usd,0.005477636720209014,square plate
BrassBowl_Medium,objects_usd/object2/Kitchenware/BrassBowl_Medium.usd,0.0031438406895572452,medium brass bowl
BlackandBrassBowl_Large,objects_usd/object2/Kitchenware/BlackandBrassBowl_Large.usd,0.006629968116495872,large blackand brass bowl
Brass_Bowl_Small,objects_usd/object2/Kitchenware/Brass_Bowl_Small.usd,0.004434467674079888,small brass bowl
BlackandBrassBowl_Small,objects_usd/object2/Kitchenware/BlackandBrassBowl_Small.usd,0.011090766878611708,small blackand brass bowl
DecorativeBowl,objects_usd/object2/Kitchenware/DecorativeBowl.usd,0.007511781215474997,decorative bowl
BronzeLantern,objects_usd/object2/CandleHolders/BronzeLantern.usd,0.005356411279636405,bronze lantern
WallCandleLarge,objects_usd/object2/CandleHolders/WallCandleLarge.usd,0.002886289694548361,large wall candle
WallCandleSmall,objects_usd/object2/CandleHolders/WallCandleSmall.usd,0.0030283335593709053,small wall candle
Camera01,objects_usd/object2/Cameras/Camera01.usd,0.00760966006262329,camera
CrabbyPenHolder,objects_usd/object2/DeskDecor/CrabbyPenHolder.usd,0.039576492399297676,crabby pen holder
HippoOrganizer,objects_usd/object2/DeskDecor/HippoOrganizer.usd,0.012024146083760885,hippo organizer
RedOnion,objects_usd/object2/Food/Vegetables/RedOnion.usd,0.022152276195307016,red onion
salt_box,objects_usd/object2/Food/Boxed/salt_box.usd,0.013310108443817104,salt box
mustard_jar,objects_usd/object2/Food/Boxed/mustard_jar.usd,0.02192862556276256,mustard jar
oil_tin,objects_usd/object2/Food/Boxed/oil_tin.usd,0.01092308879853586,oil tin
blue_tin,objects_usd/object2/Food/Boxed/blue_tin.usd,0.006258286331448961,blue tin
GummyBear,objects_usd/object2/Food/Candy/GummyBear.usd,0.07378079650043326,gummy bear
GummyWorm01,objects_usd/object2/Food/Candy/GummyWorm01.usd,0.034227162777124856,gummy worm
Lime01,objects_usd/object2/Food/Fruit/Lime01.usd,0.026487611434569003,lime
Avocado01,objects_usd/object2/Food/Fruit/Avocado01.usd,0.02170031869321605,avocado
Kiwi01,objects_usd/object2/Food/Fruit/Kiwi01.usd,0.03711523498284761,kiwi
Lychee01,objects_usd/object2/Food/Fruit/Lychee01.usd,0.03982399714700826,lychee
Pomegranate01,objects_usd/object2/Food/Fruit/Pomegranate01.usd,0.017337895809857496,pomegranate
Apple,objects_usd/object2/Food/Fruit/Apple.usd,0.019102895750838324,apple
stawberry,objects_usd/object2/Food/Berries/stawberry.usd,0.010551196409894886,stawberry
TinCan,objects_usd/object2/Food/Containers/TinCan.usd,0.016712298746748133,tin can
AntiqueMirror,objects_usd/object2/Mirrors/AntiqueMirror.usd,0.00130889004083391,antique mirror
CornerShelf_Vera,objects_usd/object2/Shelves/CornerShelf_Vera.usd,0.002329687627195946,corner shelf vera
DoorHandle_Left,objects_usd/object2/Fixtures/DoorHandle_Left.usd,0.007105330705624412,door handle left
DoorHandle_Right,objects_usd/object2/Fixtures/DoorHandle_Right.usd,0.00535979645597199,door handle right
drawer_organizer_A,objects_usd/object2/StorageAndOrganization/drawer_organizer_A.usd,0.004000695616555033,drawer organizer
spatula_bowl,objects_usd/object2/StorageAndOrganization/spatula_bowl.usd,0.00898592315977176,spatula bowl
paper_towel,objects_usd/object2/StorageAndOrganization/paper_towel.usd,0.0052935370319812484,paper towel
fruit_bowl,objects_usd/object2/StorageAndOrganization/fruit_bowl.usd,0.0030074960241403687,fruit bowl
WaterGun,objects_usd/object2/Toys/WaterGun.usd,0.00401025081201215,water gun
SpeakNoEvil_Skull,objects_usd/object2/Sculptures/SpeakNoEvil_Skull.usd,0.009777456600237308,speak no evil skull
CopperScales,objects_usd/object2/Sculptures/CopperScales.usd,0.003500275996035912,copper scales
Kiwi,objects_usd/object2/Sculptures/Kiwi.usd,0.014244061261460985,kiwi
AbstractBird,objects_usd/object2/Sculptures/AbstractBird.usd,0.005321366969987128,abstract bird
WoodenBird_Medium,objects_usd/object2/Sculptures/WoodenBird_Medium.usd,0.008331886516250133,medium wooden bird
MetalLinks,objects_usd/object2/Sculptures/MetalLinks.usd,0.007414924067770817,metal links
ObeliskSmall,objects_usd/object2/Sculptures/ObeliskSmall.usd,0.006701491873408311,small obelisk
AbstractElephant,objects_usd/object2/Sculptures/AbstractElephant.usd,0.006511297726495391,abstract elephant
WoodenTray_Medium,objects_usd/object2/Tchotchkes/WoodenTray_Medium.usd,0.006190616308083668,medium wooden tray
PumpkinLarge,objects_usd/object2/Tchotchkes/PumpkinLarge.usd,0.022190720337723152,large pumpkin
PumpkinSmall,objects_usd/object2/Tchotchkes/PumpkinSmall.usd,0.026313093836708035,small pumpkin
ServingTray,objects_usd/object2/Tchotchkes/ServingTray.usd,0.004010711284524137,serving tray
white_tray,objects_usd/object2/Serving/white_tray.usd,0.006205884302529285,white tray
grey_bowl,objects_usd/object2/Serving/grey_bowl.usd,0.02191065676116263,grey bowl
salt_bowl,objects_usd/object2/Serving/salt_bowl.usd,0.012501117687018545,salt bowl
plate_large,objects_usd/object2/Dinnerware/plate_large.usd,0.006045515250429353,large plate
bowl_plate,objects_usd/object2/Dinnerware/bowl_plate.usd,0.008731623907710135,bowl plate
plate_small,objects_usd/object2/Dinnerware/plate_small.usd,0.006719765952487745,small plate
Book_Colors,objects_usd/object2/Books/Book_Colors.usd,0.004977222727793132,book colors
PhotoAlbum_Closed,objects_usd/object2/Books/PhotoAlbum_Closed.usd,0.008168066289511375,closed photo album
Book_IntroOmni,objects_usd/object2/Books/Book_IntroOmni.usd,0.006517986131153511,book intro omni
Encyclopedia01,objects_usd/object2/Books/Encyclopedia01.usd,0.0036278058620678438,encyclopedia
Book_Spelling,objects_usd/object2/Books/Book_Spelling.usd,0.004977222727793132,book spelling
Book_Marbles,objects_usd/object2/Books/Book_Marbles.usd,0.004977222727793132,book marbles
BookStack_01,objects_usd/object2/Books/BookStack_01.usd,0.0046621296932260895,book stack
Book_Holodeck,objects_usd/object2/Books/Book_Holodeck.usd,0.004977222727793132,book holodeck
Book_Greener,objects_usd/object2/Books/Book_Greener.usd,0.004977222727793132,book greener
Medium_Fat,objects_usd/object2/Candles/Medium_Fat.usd,0.016311001895034604,medium fat
TallThin,objects_usd/object2/Candles/TallThin.usd,0.01095702836415952,tall thin
pan_A,objects_usd/object2/Cookware/pan_A.usd,0.005104208853858375,pan
Dancers,objects_usd/object2/Statues/Dancers.usd,0.002876932933827601,dancers
GoldenBowlSmall,objects_usd/object2/Sculptures/GoldenBowlSmall.usd,0.006079750338377218,small golden bowl
ObeliskMedium,objects_usd/object2/Sculptures/ObeliskMedium.usd,0.005,medium obelisk
ChamferBox,objects_usd/object2/Sculptures/ChamferBox.usd,0.02857142857142857,chamfer box
GoldenBowlLarge,objects_usd/object2/Sculptures/GoldenBowlLarge.usd,0.0045507145037012395,large golden bowl
GeoSphere_Small,objects_usd/object2/Sculptures/GeoSphere_Small.usd,0.013493875434240304,small geo sphere
ObeliskLarge,objects_usd/object2/Sculptures/ObeliskLarge.usd,0.003986445925698946,large obelisk
Lemon_01,objects_usd/object2/Tchotchkes/Lemon_01.usd,0.009191044250465283,lemon
WoodenTray_Large,objects_usd/object2/Tchotchkes/WoodenTray_Large.usd,0.004645620452185255,large wooden tray
Orange_01,objects_usd/object2/Tchotchkes/Orange_01.usd,0.008729592154875801,orange
DecorativeWoodenBowl,objects_usd/object2/Tchotchkes/DecorativeWoodenBowl.usd,0.005229019438175228,decorative wooden bowl
MechanicalPencil,objects_usd/object2/Supplies/MechanicalPencil.usd,0.014330171790385213,mechanical pencil
Eraser,objects_usd/object2/Supplies/Eraser.usd,0.033654458435182714,eraser
glass_plate,objects_usd/object2/Serving/glass_plate.usd,0.005933999243717519,glass plate
serving_bowl,objects_usd/object2/Serving/serving_bowl.usd,0.012524784973927401,serving bowl
OmniverseLogoLarge,objects_usd/object2/Statues/OmniverseLogoLarge.usd,0.0013400155540440667,large omniverse logo
BuddhaStatue,objects_usd/object2/Statues/BuddhaStatue.usd,0.0048216154574799745,buddha statue
OmniverseLogo,objects_usd/object2/Statues/OmniverseLogo.usd,0.004497509542521696,omniverse logo
MarbleBust01,objects_usd/object2/Statues/MarbleBust01.usd,0.003883099944525874,marble bust
SolFigurine,objects_usd/object2/Statues/SolFigurine.usd,0.0033390335330579207,sol figurine
ArmentoRider,objects_usd/object2/Statues/ArmentoRider.usd,0.008224351256701165,armento rider
CurtainRod_OrbEnds,objects_usd/object2/WindowDressing/CurtainRod_OrbEnds.usd,0.0008431597003216721,curtain rod orb ends
Grandfather_Clock,objects_usd/object2/Clocks/Grandfather_Clock.usd,0.0009131727849540515,grandfather clock
AlarmClock_Retro,objects_usd/object2/Clocks/AlarmClock_Retro.usd,0.011502195185948002,alarm clock retro
MantelClock,objects_usd/object2/Clocks/MantelClock.usd,0.005844297354578393,mantel clock
MetalClock,objects_usd/object2/Clocks/MetalClock.usd,0.002138482537542383,metal clock
FancyFrame01,objects_usd/object2/Pictures/FancyFrame01.usd,0.003316583035368565,fancy frame
MirrorRound,objects_usd/object2/Mirrors/MirrorRound.usd,0.002777782192943668,mirror round
Poster_Holodeck,objects_usd/object2/Pictures/Poster_Holodeck.usd,0.0021859286844769245,poster holodeck
CornerShelf_Square,objects_usd/object2/Shelves/CornerShelf_Square.usd,0.002707184100580878,corner shelf square
OldBike,objects_usd/object2/Sculptures/OldBike.usd,0.0052504196025492614,old bike
OvalMask,objects_usd/object2/Sculptures/OvalMask.usd,0.0063004805563296636,oval mask
GeoSphere_Large,objects_usd/object2/Sculptures/GeoSphere_Large.usd,0.002739010090842344,large geo sphere
GeoSphere_Medium,objects_usd/object2/Sculptures/GeoSphere_Medium.usd,0.007059760089238056,medium geo sphere
BridgeBookend,objects_usd/object2/Sculptures/BridgeBookend.usd,0.01259540765202342,bridge bookend
AbstractBike,objects_usd/object2/Sculptures/AbstractBike.usd,0.009439579009986414,abstract bike
WoodenBird_Small,objects_usd/object2/Sculptures/WoodenBird_Small.usd,0.016581065969042064,small wooden bird
HearNoEvil_Skull,objects_usd/object2/Sculptures/HearNoEvil_Skull.usd,0.009826956879983176,hear no evil skull
DiscSculpture,objects_usd/object2/Sculptures/DiscSculpture.usd,0.0017178002715123614,disc sculpture
SquareMask,objects_usd/object2/Sculptures/SquareMask.usd,0.002937645849078086,square mask
WoodenBird_Tall,objects_usd/object2/Sculptures/WoodenBird_Tall.usd,0.008913174714973337,tall wooden bird
SeeNoEvil_Skull,objects_usd/object2/Sculptures/SeeNoEvil_Skull.usd,0.009826980824859251,see no evil skull
WoodenRing,objects_usd/object2/Sculptures/WoodenRing.usd,0.004441908412241919,wooden ring
AbstractBull,objects_usd/object2/Sculptures/AbstractBull.usd,0.006030173410271658,abstract bull
